,Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Date_Year,Date_Month,VWAP,Day_Perc_Change,Trend,Volatility,21_day_SMA,34_day_SMA,Trade_Call,14_day_SMA,14_day_STD,14_day_bollinger_upper,14_day_bollinger_lower
86,2017-09-15,TCS,EQ,2486.95,2499.0,2517.0,2485.0,2504.0,2506.05,2503.39,1472036,3685085664.3,57885,1204007,81.79,2017,9,2484.46,0.007679999999999999,Slight or No change,0.01724019429983967,2483.6619047619047,2488.483823529412,HODL,2475.55357142857,17.48247984836131,2510.5185311252926,2440.588611731848
87,2017-09-18,TCS,EQ,2506.05,2504.95,2518.95,2489.25,2505.0,2499.05,2502.71,363300,909233455.5,34868,240697,66.25,2017,9,2484.52,-0.00279,Slight or No change,0.018220493926698816,2484.2999999999997,2488.9176470588236,HODL,2477.5678571428566,18.494152996419075,2514.556163135695,2440.5795511500182
88,2017-09-19,TCS,EQ,2499.05,2505.0,2505.0,2491.5,2498.0,2498.25,2496.55,391377,977092538.35,14036,296891,75.86,2017,9,2484.58,-0.00032,Slight or No change,0.01821024465311024,2483.5595238095234,2489.1073529411765,HODL,2478.5464285714274,19.239447300210998,2517.0253231718493,2440.0675339710056
89,2017-09-20,TCS,EQ,2498.25,2514.0,2514.0,2474.3,2496.0,2493.55,2485.89,667321,1658884673.5,21548,536043,80.33,2017,9,2484.65,-0.0018800000000000002,Slight or No change,0.016271843983066577,2481.880952380952,2488.869117647059,HODL,2478.346428571428,19.053794940860623,2516.4540184531493,2440.238838689707
90,2017-09-21,TCS,EQ,2493.55,2491.05,2541.0,2480.0,2525.0,2524.9,2509.94,1219370,3060544846.35,44213,843424,69.17,2017,9,2485.19,0.01257,Slight or No change,0.015226260967749082,2483.183333333333,2490.372058823529,HODL,2483.235714285714,21.613247616392673,2526.4622095184995,2440.0092190529285
91,2017-09-22,TCS,EQ,2524.9,2519.9,2526.9,2492.0,2509.0,2503.6,2508.22,1217698,3054249815.6,47174,887364,72.87,2017,9,2485.43,-0.008440000000000001,Slight or No change,0.01856661365712818,2483.8571428571427,2490.788235294118,HODL,2486.621428571428,20.747592207714614,2528.1166129868575,2445.126244155999
92,2017-09-25,TCS,EQ,2503.6,2496.55,2534.0,2492.75,2510.0,2510.75,2515.11,799779,2011528454.3,50797,499966,62.51,2017,9,2485.65,0.00286,Slight or No change,0.018533984644009006,2484.530952380952,2490.4338235294117,HODL,2488.5071428571428,21.702993919157468,2531.9131306954578,2445.1011550188277
93,2017-09-26,TCS,EQ,2510.75,2510.0,2526.4,2466.0,2475.0,2474.65,2485.79,724615,1801238877.8,30740,496026,68.45,2017,9,2485.56,-0.01438,Slight or No change,0.022493222267287352,2483.928571428571,2489.586764705882,HODL,2490.039285714286,19.6817386912877,2529.4027630968612,2450.675808331711
94,2017-09-27,TCS,EQ,2474.65,2490.0,2512.2,2473.75,2495.1,2495.0,2495.71,1005178,2508634483.15,37197,646194,64.29,2017,9,2485.66,0.00822,Slight or No change,0.024514757955761492,2485.078571428571,2489.35,HODL,2492.5321428571433,17.709337032535004,2527.950816922213,2457.1134687920735
95,2017-09-28,TCS,EQ,2495.0,2494.7,2514.0,2452.0,2472.75,2476.45,2480.49,2166433,5373819970.55,89294,1630581,75.27,2017,9,2485.46,-0.00743,Slight or No change,0.025567025780299995,2484.6928571428566,2488.3044117647055,HODL,2492.9500000000003,17.214126578081228,2527.378253156163,2458.5217468438377
96,2017-09-29,TCS,EQ,2476.45,2479.0,2484.0,2421.5,2437.6,2435.95,2455.42,992507,2437024636.75,60239,705264,71.06,2017,9,2484.96,-0.01635,Slight or No change,0.029761745917976267,2481.816666666666,2486.0838235294113,HODL,2491.628571428572,20.7448669673862,2533.118305363344,2450.1388374937997
97,2017-10-03,TCS,EQ,2435.95,2440.0,2454.3,2427.05,2452.0,2448.45,2440.87,961503,2346905981.25,57917,685041,71.25,2017,10,2484.6,0.00513,Slight or No change,0.02580536403758707,2481.435714285714,2484.6838235294113,HODL,2488.7714285714287,23.7528031891122,2536.277034949653,2441.2658221932043
98,2017-10-04,TCS,EQ,2448.45,2449.6,2454.0,2425.0,2442.0,2442.3,2440.46,650389,1587250045.75,31490,469306,72.16,2017,10,2484.32,-0.00251,Slight or No change,0.025385390233206736,2480.773809523809,2483.8867647058823,HODL,2485.4214285714293,26.799596109799587,2539.0206207910283,2431.8222363518303
99,2017-10-05,TCS,EQ,2442.3,2441.0,2443.45,2424.4,2430.0,2429.6,2434.97,842343,2051077540.9,21566,693866,82.37,2017,10,2483.87,-0.0052,Slight or No change,0.02428845070483741,2478.1666666666665,2482.041176470588,HODL,2481.3250000000007,30.65390394261562,2542.632807885232,2420.0171921147694
100,2017-10-06,TCS,EQ,2429.6,2430.0,2455.0,2428.05,2451.0,2446.65,2443.5,694594,1697239802.7,31692,487487,70.18,2017,10,2483.61,0.00702,Slight or No change,0.02370356604564946,2477.8547619047617,2480.8941176470585,HODL,2477.0821428571435,31.07634276536336,2539.23482838787,2414.929457326417
101,2017-10-09,TCS,EQ,2446.65,2441.05,2467.95,2441.05,2449.1,2454.1,2457.72,886808,2179528945.15,30973,714603,80.58,2017,10,2483.35,0.0030399999999999997,Slight or No change,0.021681866165047397,2477.5690476190475,2479.1382352941177,HODL,2473.871428571429,30.95390937336543,2535.77924731816,2411.9636098246983
102,2017-10-10,TCS,EQ,2454.1,2455.0,2469.95,2451.25,2453.4,2459.25,2459.75,611005,1502919509.2,32806,477108,78.09,2017,10,2483.21,0.0021,Slight or No change,0.021152367727501585,2477.0285714285715,2477.0926470588233,HODL,2471.0857142857144,30.34000550537103,2531.7657252964564,2410.4057032749724
103,2017-10-11,TCS,EQ,2459.25,2460.0,2514.45,2456.75,2500.0,2500.35,2494.35,763873,1905365312.25,39551,473024,61.92,2017,10,2483.34,0.01671,Slight or No change,0.018806152576639562,2479.214285714286,2477.1749999999997,BUY,2471.5714285714284,30.778562183927633,2533.1285529392835,2410.0143042035734
104,2017-10-12,TCS,EQ,2500.35,2513.0,2555.0,2507.0,2546.9,2548.2,2529.48,2503178,6331734420.6,55773,1654922,66.11,2017,10,2484.87,0.01914,Slight or No change,0.024388120929096473,2482.059523809524,2478.9029411764704,HODL,2473.235714285714,34.31122505587897,2541.858164397472,2404.613264173956
105,2017-10-13,TCS,EQ,2548.2,2548.2,2608.95,2523.0,2559.75,2558.6,2562.16,2033160,5209287767.45,83968,623802,30.68,2017,10,2486.26,0.004079999999999999,Slight or No change,0.022606259813774076,2485.364285714286,2480.7264705882353,HODL,2477.1642857142856,40.623394304700646,2558.411074323687,2395.917497104884
106,2017-10-16,TCS,EQ,2558.6,2555.05,2590.0,2555.05,2587.0,2584.4,2577.86,609295,1570677294.85,50285,381873,62.67,2017,10,2486.81,0.01008,Slight or No change,0.017896824566799724,2490.0047619047623,2483.582352941176,HODL,2482.4249999999997,49.17584518846662,2580.776690376933,2384.0733096230665
107,2017-10-17,TCS,EQ,2584.4,2585.0,2614.95,2577.55,2594.6,2594.55,2598.37,721508,1874743480.55,33284,421119,58.37,2017,10,2487.52,0.0039299999999999995,Slight or No change,0.018528104745047895,2494.219047619048,2487.2205882352937,HODL,2490.9892857142854,57.46044518613709,2605.9101760865597,2376.068395342011
108,2017-10-18,TCS,EQ,2594.55,2595.0,2613.65,2580.0,2592.0,2586.6,2588.24,757072,1959481782.4,27424,556509,73.51,2017,10,2488.2,-0.0030600000000000002,Slight or No change,0.021389874514014008,2498.3880952380955,2490.222058823529,HODL,2497.532142857143,62.90905097881392,2623.3502448147706,2371.714040899515
109,2017-10-19,TCS,EQ,2586.6,2592.0,2595.8,2571.0,2583.4,2583.9,2581.96,43411,112085629.85,2351,13869,31.95,2017,10,2488.24,-0.0010400000000000001,Slight or No change,0.022527871577009643,2502.4666666666667,2492.797058823529,HODL,2505.207142857143,66.58621033362313,2638.379563524389,2372.034722189897
110,2017-10-23,TCS,EQ,2583.9,2584.0,2629.0,2547.45,2590.0,2587.9,2599.06,943044,2451028659.0,58735,720214,76.37,2017,10,2489.09,0.00155,Slight or No change,0.019950439561628622,2506.959523809524,2496.663235294117,HODL,2516.0607142857148,66.81245904819004,2649.685632382095,2382.4357961893347
111,2017-10-24,TCS,EQ,2587.9,2620.0,2620.9,2569.05,2575.0,2578.4,2581.12,669510,1728088702.65,44454,495808,74.06,2017,10,2489.62,-0.00367,Slight or No change,0.012780770120757255,2509.5071428571428,2500.2573529411757,HODL,2525.342857142858,65.71472395936175,2656.7723050615814,2393.9134092241347
112,2017-10-25,TCS,EQ,2578.4,2578.5,2614.0,2555.0,2560.0,2559.9,2580.66,552553,1425951632.8,38719,362115,65.53,2017,10,2489.97,-0.00717,Slight or No change,0.015078581832913917,2512.1880952380952,2502.4794117647048,HODL,2533.7428571428577,61.67518157231661,2657.093220287491,2410.3924939982244
113,2017-10-26,TCS,EQ,2559.9,2535.1,2569.15,2517.9,2531.7,2538.85,2541.16,1503776,3821328694.9,52192,1032027,68.63,2017,10,2490.61,-0.00822,Slight or No change,0.011638811394873133,2513.5261904761905,2504.9985294117637,HODL,2541.5464285714293,53.90702274888282,2649.360474069195,2433.7323830736636
114,2017-10-27,TCS,EQ,2538.85,2538.0,2593.15,2530.3,2580.0,2584.3,2567.39,704635,1809074619.3,34346,505106,71.68,2017,10,2491.19,0.0179,Slight or No change,0.023265035432100144,2518.747619047619,2508.651470588234,HODL,2551.3785714285723,47.43150005853105,2646.2415715456345,2456.51557131151
115,2017-10-30,TCS,EQ,2584.3,2586.0,2620.0,2581.7,2615.1,2616.2,2606.79,568626,1482289818.2,21542,350603,61.66,2017,10,2491.81,0.01234,Slight or No change,0.026223009916669607,2524.519047619048,2512.9338235294103,HODL,2562.9571428571435,41.23900719326271,2645.435157243669,2480.479128470618
116,2017-10-31,TCS,EQ,2616.2,2601.3,2640.0,2601.3,2618.75,2624.0,2627.82,796317,2092579456.5,45128,558622,70.15,2017,10,2492.72,0.00298,Slight or No change,0.026045576820916745,2531.5452380952383,2517.920588235293,HODL,2574.725000000001,31.793599682475826,2638.3121993649524,2511.137800635049
117,2017-11-01,TCS,EQ,2624.0,2624.0,2626.85,2578.85,2607.75,2602.85,2593.88,370941,962175485.8,28138,196048,52.85,2017,11,2493.07,-0.00806,Slight or No change,0.028040819534354552,2539.4928571428572,2521.285294117646,HODL,2582.0464285714293,24.257841430750286,2630.5621114329297,2533.530745709929
118,2017-11-02,TCS,EQ,2602.85,2608.5,2674.0,2606.75,2623.05,2626.15,2639.78,734211,1938158858.65,29980,406095,55.31,2017,11,2493.9,0.00895,Slight or No change,0.028492848853431837,2547.9547619047626,2525.3132352941166,HODL,2587.614285714287,24.83063731463351,2637.275560343554,2537.9530110850196
119,2017-11-03,TCS,EQ,2626.15,2632.4,2636.7,2602.8,2622.0,2620.1,2619.76,333443,873540922.05,29606,214694,64.39,2017,11,2494.26,-0.0023,Slight or No change,0.02690021221062491,2556.421428571429,2529.229411764705,HODL,2592.0071428571437,24.742705662817293,2641.4925541827783,2542.521731531509
120,2017-11-06,TCS,EQ,2620.1,2620.0,2671.8,2611.75,2660.15,2665.55,2641.62,688500,1818752068.85,61866,527626,76.63,2017,11,2495.26,0.01735,Slight or No change,0.02618676922043407,2567.6571428571433,2533.9205882352935,HODL,2597.8035714285725,31.426253504689342,2660.6560784379512,2534.9510644191937
121,2017-11-07,TCS,EQ,2665.55,2670.0,2768.0,2666.05,2710.0,2710.05,2718.44,1348446,3665665142.25,61294,584060,43.31,2017,11,2497.69,0.01669,Slight or No change,0.02562339399413933,2580.2000000000007,2540.1264705882345,HODL,2606.0535714285725,43.38975625424222,2692.833083937057,2519.274058920088
122,2017-11-08,TCS,EQ,2710.05,2723.0,2759.0,2718.25,2737.0,2735.0,2741.21,701126,1921934581.1,48744,444618,63.41,2017,11,2499.08,0.00921,Slight or No change,0.025023766643823712,2593.576190476191,2547.089705882352,HODL,2616.6535714285724,54.877781914018506,2726.4091352566093,2506.8980076005355
123,2017-11-09,TCS,EQ,2735.0,2750.0,2750.0,2719.3,2740.0,2736.4,2732.42,576216,1574462789.6,27786,370073,64.22,2017,11,2500.21,0.0005099999999999999,Slight or No change,0.025534292574564448,2606.77380952381,2554.2323529411756,HODL,2627.5464285714297,62.48425790760538,2752.5149443866403,2502.577912756219
124,2017-11-10,TCS,EQ,2736.4,2722.2,2726.0,2693.35,2710.0,2708.75,2706.84,678283,1836006500.8,22485,456167,67.25,2017,11,2501.38,-0.0101,Slight or No change,0.026897652641415623,2616.69761904762,2559.6397058823522,HODL,2636.1785714285725,64.88727418877117,2765.953119806115,2506.40402305103
125,2017-11-13,TCS,EQ,2708.75,2702.05,2777.4,2702.05,2756.55,2758.95,2757.27,748498,2063808990.25,44504,379983,50.77,2017,11,2502.96,0.01853,Slight or No change,0.02977720116370296,2626.733333333334,2567.1499999999987,HODL,2649.0750000000007,70.24170838009492,2789.5584167601905,2508.591583239811
126,2017-11-14,TCS,EQ,2758.95,2756.55,2756.55,2707.5,2710.0,2714.6,2718.61,828626,2252715046.95,50733,554011,66.86,2017,11,2504.39,-0.016069999999999997,Slight or No change,0.037139471405747235,2634.1619047619056,2573.145588235293,HODL,2660.1250000000005,67.23814093321072,2794.6012818664217,2525.648718133579
127,2017-11-15,TCS,EQ,2714.6,2706.0,2755.0,2701.35,2710.0,2705.3,2736.73,3335417,9128129058.75,47448,2841173,85.18,2017,11,2509.7,-0.00343,Slight or No change,0.03493006196824473,2639.9190476190483,2579.929411764705,HODL,2672.0142857142864,58.261190501754996,2788.5366667177964,2555.4919047107765
128,2017-11-16,TCS,EQ,2705.3,2710.0,2763.0,2686.95,2739.9,2746.65,2734.0,826741,2260313403.15,45075,380359,46.01,2017,11,2511.24,0.015280000000000002,Slight or No change,0.03426940603373177,2647.1619047619056,2587.3308823529405,HODL,2683.610714285715,55.5536995187563,2794.7181133232275,2572.5033152482024
129,2017-11-17,TCS,EQ,2746.65,2748.1,2748.1,2703.6,2708.2,2707.3,2719.89,662732,1802558457.2,34043,411909,62.15,2017,11,2512.26,-0.01433,Slight or No change,0.03649572943516102,2652.9095238095247,2594.1205882352933,HODL,2690.117857142858,52.28983798592122,2794.6975331147005,2585.538181171016
130,2017-11-20,TCS,EQ,2707.3,2715.0,2726.9,2695.3,2697.9,2703.45,2709.98,507249,1374632868.45,27013,360469,71.06,2017,11,2513.01,-0.0014199999999999998,Slight or No change,0.036430456203144855,2658.6023809523817,2601.9882352941167,HODL,2695.792857142858,48.75389474439703,2793.300646631652,2598.285067654064
131,2017-11-21,TCS,EQ,2703.45,2701.0,2701.0,2666.0,2670.25,2672.95,2678.52,763870,2046044818.55,38552,527247,69.02,2017,11,2513.96,-0.01128,Slight or No change,0.03676677373737176,2662.6523809523815,2608.5911764705875,HODL,2700.8000000000006,41.54022147269434,2783.8804429453894,2617.719557054612
132,2017-11-22,TCS,EQ,2672.95,2673.0,2709.7,2672.4,2681.4,2680.65,2690.88,911312,2452235277.45,67085,612065,67.16,2017,11,2515.13,0.00288,Slight or No change,0.029216732478964634,2667.521428571429,2615.6014705882344,HODL,2704.692857142858,36.21932047712487,2777.131498097108,2632.254216188608
133,2017-11-23,TCS,EQ,2680.65,2681.0,2693.0,2669.0,2676.55,2681.25,2684.25,396735,1064937717.75,31522,189438,47.75,2017,11,2515.64,0.00022,Slight or No change,0.025730116842480846,2673.3000000000006,2623.0029411764694,HODL,2709.060714285715,27.984103857043927,2765.028921999803,2653.0925065716274
134,2017-11-24,TCS,EQ,2681.25,2682.0,2702.9,2673.1,2688.2,2688.05,2688.26,1143756,3074710398.85,47991,936777,81.9,2017,11,2517.14,0.0025399999999999997,Slight or No change,0.025959717781599598,2680.4047619047624,2630.10294117647,HODL,2710.667857142858,25.85839848054252,2762.384654103943,2658.951060181773
135,2017-11-27,TCS,EQ,2688.05,2688.0,2695.9,2662.2,2683.05,2685.85,2678.65,928393,2486839610.35,40042,725134,78.11,2017,11,2518.32,-0.00082,Slight or No change,0.018059237273397075,2685.240476190477,2636.919117647058,HODL,2708.939285714286,26.698099749238402,2762.335485212763,2655.543086215809
136,2017-11-28,TCS,EQ,2685.85,2686.0,2702.4,2670.0,2681.05,2685.3,2679.22,455858,1221342323.8,29742,298928,65.57,2017,11,2518.9,-0.0002,Slight or No change,0.012570976801376622,2688.5309523809533,2643.567647058823,HODL,2705.3892857142864,26.26707633999367,2757.923438394274,2652.855133034299
137,2017-11-29,TCS,EQ,2685.3,2677.5,2693.0,2650.0,2653.65,2658.15,2674.7,723766,1935855717.7,41795,531968,73.5,2017,11,2519.65,-0.01011,Slight or No change,0.015457363478682172,2690.1571428571438,2648.2088235294104,HODL,2699.8000000000006,27.45905343206706,2754.718106864135,2644.8818931358664
138,2017-11-30,TCS,EQ,2658.15,2653.65,2666.95,2623.0,2635.0,2637.0,2641.37,2149981,5678900013.45,86807,1464976,68.14,2017,11,2521.51,-0.00796,Slight or No change,0.013455346866092921,2691.783333333334,2650.820588235293,HODL,2694.6750000000006,31.98318518559214,2758.641370371185,2630.708629628816
139,2017-12-01,TCS,EQ,2637.0,2635.0,2668.0,2621.5,2630.0,2629.95,2647.75,515572,1365104150.75,37693,285458,55.37,2017,12,2521.92,-0.00267,Slight or No change,0.012233603933761052,2691.9642857142862,2652.9191176470576,HODL,2685.4607142857153,30.59338904562865,2746.6474923769724,2624.273936194458
140,2017-12-04,TCS,EQ,2629.95,2622.0,2658.5,2602.95,2630.0,2632.35,2629.84,629552,1655623148.7,37609,342423,54.39,2017,12,2522.43,0.00091,Slight or No change,0.012444197842296462,2692.5476190476197,2654.329411764705,HODL,2679.5857142857153,32.41064894190882,2744.407012169533,2614.7644164018975
141,2017-12-05,TCS,EQ,2632.35,2631.0,2651.7,2628.15,2633.0,2635.55,2641.13,583957,1542308264.4,33907,386120,66.12,2017,12,2522.91,0.00122,Slight or No change,0.011862794374355006,2691.119047619048,2655.535294117646,HODL,2674.603571428572,33.49657539491617,2741.5967222184045,2607.61042063874
142,2017-12-06,TCS,EQ,2635.55,2636.0,2645.0,2612.85,2635.0,2633.3,2627.47,703759,1849107519.6,61422,534381,75.93,2017,12,2523.47,-0.00085,Slight or No change,0.011855952805389598,2687.4642857142862,2656.9088235294107,HODL,2666.5071428571437,27.988781111944817,2722.484705081033,2610.529580633254
143,2017-12-07,TCS,EQ,2633.3,2632.3,2645.95,2615.0,2617.95,2617.25,2623.62,663150,1739856624.75,52980,503427,75.91,2017,12,2523.92,-0.0061,Slight or No change,0.01180891966522148,2681.8571428571436,2657.8897058823522,HODL,2660.0750000000007,28.239128268859588,2716.55325653772,2603.5967434622817
144,2017-12-08,TCS,EQ,2617.25,2618.0,2645.0,2597.0,2600.0,2601.5,2621.69,692774,1816237017.45,67356,443099,63.96,2017,12,2524.31,-0.00602,Slight or No change,0.009722080129272977,2675.433333333334,2658.2897058823523,HODL,2652.792857142858,29.317957591945618,2711.428772326749,2594.156941958967
145,2017-12-11,TCS,EQ,2601.5,2608.35,2672.65,2608.35,2670.0,2661.1,2635.45,504001,1328268598.35,47999,298309,59.19,2017,12,2524.8,0.02291,Slight or No change,0.026364608086790583,2673.164285714286,2660.722058823529,HODL,2651.94642857143,28.85870395489945,2709.663836481229,2594.229020661631
146,2017-12-12,TCS,EQ,2661.1,2661.0,2662.0,2607.4,2609.55,2612.15,2624.14,941123,2469638199.8,57531,622120,66.1,2017,12,2525.38,-0.01839,Slight or No change,0.033008602111467326,2666.17380952381,2662.2588235294115,HODL,2647.0535714285725,29.41927981317278,2705.892131054918,2588.215011802227
147,2017-12-13,TCS,EQ,2612.15,2611.4,2651.45,2601.0,2633.5,2628.4,2632.07,1480729,3897385719.95,48513,1169964,79.01,2017,12,2526.46,0.006220000000000001,Slight or No change,0.03376741226728175,2662.0690476190484,2664.892647058823,SELL,2643.2785714285724,28.052798532320775,2699.384168493214,2587.1729743639307
148,2017-12-14,TCS,EQ,2628.4,2632.0,2632.0,2531.1,2558.2,2557.8,2558.8,2752075,7041999539.3,118270,1987921,72.23,2017,12,2527.05,-0.026860000000000002,Slight or No change,0.04288788622469324,2655.045238095239,2664.1132352941167,HODL,2633.9750000000013,33.19034700957273,2700.3556940191465,2567.594305980856
149,2017-12-15,TCS,EQ,2557.8,2563.75,2584.45,2536.85,2543.95,2545.6,2552.92,1359069,3469591950.6,97835,934401,68.75,2017,12,2527.22,-0.00477,Slight or No change,0.04271455607338793,2645.4714285714294,2662.036764705882,HODL,2623.957142857144,37.246485932047115,2698.450114721238,2549.4641709930497
150,2017-12-18,TCS,EQ,2545.6,2537.0,2588.95,2494.35,2576.6,2580.5,2548.56,1090332,2778774407.9,71724,588034,53.93,2017,12,2527.62,0.01371,Slight or No change,0.046400523011526765,2639.433333333334,2660.757352941176,HODL,2616.4714285714294,34.391393793119526,2685.2542161576685,2547.6886409851904
151,2017-12-19,TCS,EQ,2580.5,2576.0,2597.8,2564.7,2577.4,2575.3,2583.18,900976,2327386545.0,76762,633455,70.31,2017,12,2527.9,-0.00202,Slight or No change,0.046156698926952726,2633.3309523809535,2659.947058823529,HODL,2610.5535714285725,33.79084118222924,2678.135253793031,2542.971889064114
152,2017-12-20,TCS,EQ,2575.3,2582.0,2592.75,2550.65,2592.0,2588.95,2573.6,788785,2030019887.05,68386,530550,67.26,2017,12,2528.23,0.0053,Slight or No change,0.038015759256657684,2629.3309523809535,2658.8529411764703,HODL,2607.1214285714295,33.33519573552414,2673.791820042478,2540.451037100381
153,2017-12-21,TCS,EQ,2588.95,2587.0,2608.0,2580.05,2582.1,2595.7,2595.09,646824,1678569250.7,40095,439879,68.01,2017,12,2528.52,0.0026100000000000003,Slight or No change,0.03424231739886642,2625.285714285715,2658.1352941176465,HODL,2604.6750000000006,32.7831731580108,2670.2413463160224,2539.108653683979
154,2017-12-22,TCS,EQ,2595.7,2604.0,2663.9,2590.2,2640.0,2646.75,2636.33,1832832,4831948536.4,85852,757097,41.31,2017,12,2529.95,0.01967,Slight or No change,0.03968050035530834,2623.642857142858,2657.5823529411755,HODL,2605.7035714285726,33.92430751113896,2673.5521864508505,2537.8549564062946
155,2017-12-26,TCS,EQ,2646.75,2686.0,2689.75,2631.6,2650.35,2649.45,2653.61,1087893,2886838516.3,52053,517570,47.58,2017,12,2530.8,0.0010199999999999999,Slight or No change,0.023097061368836935,2621.8047619047625,2655.7999999999993,HODL,2606.696428571429,35.04974741644329,2676.7959234043155,2536.5969337385422
156,2017-12-27,TCS,EQ,2649.45,2649.45,2658.5,2610.5,2617.0,2619.9,2632.21,369642,972974332.2,20483,142233,38.48,2017,12,2531.01,-0.01115,Slight or No change,0.02684863685163538,2618.664285714286,2652.414705882352,HODL,2605.7392857142863,34.44511899424793,2674.629523702782,2536.8490477257906
157,2017-12-28,TCS,EQ,2619.9,2608.8,2653.5,2605.65,2631.0,2626.95,2630.44,1302544,3426257490.45,47992,885214,67.96,2017,12,2531.82,0.0026899999999999997,Slight or No change,0.024429278724582008,2615.8857142857146,2649.195588235293,HODL,2606.432142857143,34.79029267318891,2676.012728203521,2536.851557510765
158,2017-12-29,TCS,EQ,2626.95,2623.1,2708.9,2618.55,2700.0,2701.2,2677.92,1304771,3494069339.55,51608,757663,58.07,2017,12,2533.24,0.028260000000000004,Slight or No change,0.03447346818382228,2617.9357142857143,2648.9735294117636,HODL,2613.5535714285716,42.95019684868862,2699.453965125949,2527.6531777311943
159,2018-01-01,TCS,EQ,2701.2,2682.3,2694.8,2635.0,2650.0,2645.6,2654.94,675880,1794417716.9,19464,330691,48.93,2018,1,2533.73,-0.02058,Slight or No change,0.04422489762575451,2618.345238095238,2645.6397058823522,HODL,2612.4464285714284,41.81507118936747,2696.0765709501634,2528.8162861926935
160,2018-01-02,TCS,EQ,2645.6,2660.0,2669.6,2620.2,2631.0,2631.2,2641.06,960145,2535800011.0,46813,555820,57.89,2018,1,2534.32,-0.0054399999999999995,Slight or No change,0.04507867253005142,2618.404761904762,2643.186764705881,HODL,2613.8071428571425,42.11357289495234,2698.034288647047,2529.579997067238
161,2018-01-03,TCS,EQ,2631.2,2632.0,2669.0,2631.2,2639.0,2638.65,2649.21,628560,1665185619.4,32104,361072,57.44,2018,1,2534.73,0.00283,Slight or No change,0.04030016332037468,2618.704761904762,2641.226470588234,HODL,2614.5392857142856,42.474336951281465,2699.4879596168485,2529.5906118117227
162,2018-01-04,TCS,EQ,2638.65,2650.0,2662.0,2640.0,2650.0,2657.1,2649.94,456541,1209807238.4,32647,264561,57.95,2018,1,2535.09,0.0069900000000000006,Slight or No change,0.04097203019208749,2619.730952380952,2638.5926470588224,HODL,2621.6321428571423,40.516518982262184,2702.6651808216666,2540.599104892618
163,2018-01-05,TCS,EQ,2657.1,2650.0,2699.5,2650.0,2695.0,2689.2,2684.95,576853,1548821282.25,30836,318083,55.14,2018,1,2535.65,0.01208,Slight or No change,0.039824646982943614,2622.392857142857,2638.0602941176458,HODL,2631.889285714285,37.878602537847954,2707.646490789981,2556.1320806385893
164,2018-01-08,TCS,EQ,2689.2,2700.0,2726.85,2681.85,2708.8,2714.4,2709.74,621110,1683046447.75,43815,345599,55.64,2018,1,2536.34,0.00937,Slight or No change,0.04015988960614924,2627.0190476190473,2638.382352941175,HODL,2641.4535714285707,40.70414108722683,2722.8618536030244,2560.045289254117
165,2018-01-09,TCS,EQ,2714.4,2715.0,2721.0,2676.55,2708.95,2709.0,2703.56,1074698,2905511380.05,47403,612650,57.01,2018,1,2537.5,-0.00199,Slight or No change,0.029509541732589996,2632.138095238095,2639.4426470588223,HODL,2651.0035714285705,39.660232282802056,2730.3240359941747,2571.6831068629663
166,2018-01-10,TCS,EQ,2709.0,2711.0,2816.0,2694.65,2803.0,2806.6,2763.3,1682925,4650423556.8,70764,699460,41.56,2018,1,2540.28,0.03603,Slight or No change,0.03598928182140813,2639.0666666666666,2643.1470588235284,HODL,2666.5499999999993,53.65420981404707,2773.8584196280935,2559.241580371905
167,2018-01-11,TCS,EQ,2806.6,2810.0,2821.9,2782.2,2792.5,2790.5,2796.58,1260524,3525161028.5,71604,578244,45.87,2018,1,2542.21,-0.0057399999999999994,Slight or No change,0.03612338243218171,2647.5595238095234,2646.3602941176464,BUY,2680.4642857142853,58.87237966918497,2798.2090450526553,2562.7195263759154
168,2018-01-12,TCS,EQ,2790.5,2805.0,2805.0,2740.55,2769.9,2776.35,2764.28,1680157,4644422667.9,90884,472438,28.12,2018,1,2544.59,-0.00507,Slight or No change,0.03836752842385703,2654.6047619047613,2648.9573529411755,HODL,2689.721428571428,63.19392228044879,2816.1092731323256,2563.3335840105306
169,2018-01-15,TCS,EQ,2776.35,2777.15,2808.0,2735.05,2737.4,2746.1,2768.32,728607,2017014657.0,49926,394675,54.17,2018,1,2545.47,-0.0109,Slight or No change,0.04252431957719082,2663.571428571428,2650.729411764705,HODL,2696.6249999999995,63.733012065362765,2824.091024130725,2569.158975869274
170,2018-01-16,TCS,EQ,2746.1,2756.0,2861.65,2750.55,2860.0,2850.85,2834.5,2133876,6048464571.5,85776,639155,29.95,2018,1,2549.34,0.03815,Slight or No change,0.05411861180212198,2678.107142857142,2655.598529411764,HODL,2713.1214285714277,71.73317737465946,2856.5877833207464,2569.655073822109
171,2018-01-17,TCS,EQ,2850.85,2870.0,2925.0,2862.15,2895.0,2888.95,2900.36,2140403,6207945519.55,94873,965845,45.12,2018,1,2553.61,0.013359999999999999,Slight or No change,0.054336172964918314,2692.7952380952374,2662.386764705882,HODL,2731.8357142857135,81.08896450711295,2894.0136432999393,2569.6577852714877
